ORIGEN,NRO.,AÑO,TIPO,CARÁTULA,NRO. DAE / DADO CUENTA,MESA DE ENTRADAS,ORDEN DEL DÍA,SANCIONES/SITUACIÓN EXP,LEY – FECHA,COMUNICACIÓN,FECHA_ARCHIVO
PE,128,2026,AC,MENSAJE N° 136/26 QUE SOLICITA ACUERDO PARA DESIGNAR CONJUECES DE LOS JUZGADOS FEDERALES DE PRIMERA INSTANCIA DE LA JURISDICCIÓN DE LA CÁMARA FEDERAL DE APELACIONES DE CÓRDOBA., 11 14/05/2026 -, 24/04/2026 -, 199 2026 AP -,AP  16/07/2026            , - ,,
PE,127,2026,AC,"MENSAJE N° 135/26 QUE SOLICITA ACUERDO A FIN DE POSIBILITAR UN NUEVO NOMBRAMIENTO DE LA VOCAL DE LA CAMARA NACIONAL DE APELACIONES EN LO COMERCIAL DE LA CAPITAL FEDERAL, SALA B, A LA DRA. MATILDE EVANGELINA BALLERINI.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,126,2026,AC,"MENSAJE N° 134/26 QUE SOLICITA ACUERDO PARA DESIGNAR FISCAL ANTE EL JUZGADO FEDERAL DE PRIMERA INSTANCIA DE GUALEGUAYCHÚ, PROV. DE ENTRE RÍOS, AL DR. PEDRO MARIANO REBOLLO.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,125,2026,AC,"MENSAJE N° 133/26 QUE SOLICITA ACUERDO PARA DESIGNAR FISCAL GENERAL ANTE LOS TRIBUNALES ORALES EN LO PENAL ECONÓMICO DE LA CAPITAL FEDERAL FISCALÍA N° 3, A LA DRA. NATALIA CECILIA CREDE.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,124,2026,AC,"MENSAJE N° 132/26 QUE SOLICITA ACUERDO PARA DESIGNAR FISCAL GENERAL ANTE LOS TRIBUNALES ORALES EN LO PENAL ECONÓMICO DE LA CAPITAL FEDERAL, FISCALÍA N° 4, A LA DRA. MARÍA ÁNGELES RAMOS.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,123,2026,AC,"MENSAJE N° 131/26 QUE SOLICITA ACUERDO PARA DESIGNAR FISCAL GENERAL ANTE LOS TRIBUNALES ORALES EN LO PENAL ECONÓMICO DE LA CAPITAL FEDERAL, FISCALÍA N° 2, AL DR. SANTIAGO ROLDAN.

", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,122,2026,AC,"MENSAJE N° 130/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO COMERCIAL N° 10 DE LA CAPITAL FEDERAL, AL DR. GUSTAVO ALEJANDRO ROQUE CULTRARO.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,121,2026,AC,"MENSAJE N° 129/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL FEDERAL N° 2 DE SAN MARTIN, PROV. DE BUENOS AIRES, AL DR. BERNARDO MARIA RODRIGUEZ PALMA.", 11 14/05/2026 -, 24/04/2026 -, 198 2026 AP -,AP  16/07/2026            , - ,,
PE,120,2026,AC,"MENSAJE N° 128/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N° 41 DE LA CAPITAL FEDERAL, AL DR. FERNANDO CARLOS DAMIAN PASCUAL.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,119,2026,AC,"MENSAJE N° 127/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL N° 25 DE LA CAPITAL FEDERAL, A LA DRA. MARIANA SALDUNA.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,118,2026,AC,"MENSAJE N° 126/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL N° 16 DE LA CAPITAL FEDERAL, A LA DRA. VANESA SILVANA ALFARO.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,117,2026,AC,"MENSAJE N° 125/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DEL JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N° 27 DE LA CAPITAL FEDERAL, A LA DRA. BARBARA RASTELLINO.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,116,2026,AC,"MENSAJE N° 124/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N° 3 DE LA CAPITAL FEDERAL, AL DR. JAVIER RODRIGO PEREYRA.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,115,2026,AC,"MENSAJE N° 123/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA NACIONAL DE APELACIONES EN LO CIVIL DE LA CAPITAL FEDERAL, SALA D, AL DR. AGUSTIN RAUL RUBIERO.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,114,2026,AC,"MENSAJE N° 122/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA FEDERAL DE LA SEGURIDAD SOCIAL, SALA III, A LA DRA. ALICIA ISABEL BRAGHINI.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,113,2026,AC,"MENSAJE N° 121/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DEL JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N° 66 DE LA CAPITAL FEDERAL, A LA DRA. FLORENCIA INÉS CORDOBA.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,112,2026,AC,"MENSAJE N° 120/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DEL JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N° 9 DE LA CAPITAL FEDERAL, A LA DRA. LUCILA CALIFANO.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,111,2026,AC,"MENSAJE N° 119/26 QUE SOLICITA ACUERDO PARA DESIGNAR DEFENSOR PUBLICO OFICIAL ANTE LOS TRIBUNALES ORALES EN LO PENAL ECONOMICO DE LA CAPITAL FEDERAL, DEFENSORIA N° 2, AL DR. HERNAN ENRIQUE FIGUEROA.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,110,2026,AC,"MENSAJE N° 118/26 QUE SOLICITA ACUERDO PARA DESIGNAR DEFENSOR PUBLICO OFICIAL ADJUNTO ANTE LOS TRIBUNALES ORALES EN LO CRIMINAL Y CORRECCIONAL DE LA CAPITAL FEDERAL, DEFENSORIA N° 11, AL DR. GERMAN LUIS ARTOLA.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,109,2026,AC,"MENSAJE N° 117/26 QUE SOLICITA ACUERDO PARA DESIGNAR DEFENSORA PUBLICA OFICIAL ADJUNTA ANTE LOS TRIBUNALES ORALES EN LO CRIMINAL Y CORRECCIONAL DE LA CAPITAL FEDERAL, DEFENSORIA N° 15, A LA DRA. NURIA SABA SARDAÑONS.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,108,2026,AC,"MENSAJE N° 116/26 QUE SOLICITA ACUERDO PARA DESIGNAR DEFENSOR PUBLICO OFICIAL ANTE EL TRIBUNAL ORAL EN LO CRIMINAL FEDERAL DE LA RIOJA, PROV. DE LA RIOJA, AL DR. JOSE NICOLAS CELESTINO CHUMBITA.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,107,2026,AC,"MENSAJE N° 115/26 QUE SOLICITA ACUERDO PARA DESIGNAR DEFENSORA PUBLICA DE VICTIMA CON ASIENTO EN LA PROV. DE SANTIAGO DEL ESTERO, A LA DRA. SOFIA BEATRIZ DEL MILAGRO MARTIN.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,106,2026,AC,"MENSAJE N° 114/26 QUE SOLICITA ACUERDO PARA DESIGNAR DEFENSOR PUBLICO DE MENORES E INCAPACES ANTE LOS TRIBUNALES ORALES EN LO CRIMINAL Y CORRECCIONAL DE LA CAPITAL FEDERAL, DEFENSORIA N° 4, AL DR. MAXIMILIANO EDUARDO NICOLAS.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,105,2026,AC,"MENSAJE N° 113/26 QUE SOLICITA ACUERDO PARA DESIGNAR DEFENSORA PUBLICA DE VICTIMA CON ASIENTO EN LA PROV. DE RIO NEGRO, A LA DRA. MARIA LAURA IRASTORZA.", 11 14/05/2026 -, 24/04/2026 -, 209 2026 AP -,AP  16/07/2026            , - ,,
PE,104,2026,AC,"MENSAJE N° 112/26 QUE SOLICITA ACUERDO PARA DESIGNAR DEFENSORA PUBLICA OFICIAL FEDERAL DEL INTERIOR DEL PAIS CON ASIENTO EN LA CIUDAD DE FORMOSA, PROV. DE FORMOSA, A LA DRA. MARIA ESTHER PINOS.

", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,103,2026,AC,"MENSAJE N° 111/26 QUE SOLICITA ACUERDO PARA DESIGNAR DEFENSORA PUBLICA OFICIAL ANTE LA CAMARA FEDERAL DE CASACION PENAL, DEFENSORIA N° 3, A LA DRA. ANA CLARISA GALAN MUÑOZ.", 11 14/05/2026 -, 24/04/2026 -,,              , - ,,
PE,93,2026,AC,"MENSAJE N° 103/26 QUE SOLICITA ACUERDO PARA DESIGNAR DEFENSOR PUBLICO DE VICTIMA CON ASIENTO EN LA PROVINCIA DE ENTRE RIOS, AL DR. JUAN IGNACIO LAZZANEO.

", 10 09/04/2026 -, 09/04/2026 -, 101 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,92,2026,AC,"MENSAJE N° 102/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA FEDERAL DE APELACIONES DE MENDOZA, PROVINCIA DE MENDOZA, SALA A, AL DR. SEBASTIAN GUILLERMO SONEIRA.


", 10 09/04/2026 -, 09/04/2026 -, 100 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,91,2026,AC,"MENSAJE N° 101/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL N°8 DE LA CAPITAL FEDERAL, AL DR. JUAN MANUEL MEJUTO.

", 10 09/04/2026 -, 09/04/2026 -,,              , - ,,
PE,90,2026,AC,"MENSAJE N° 100/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL N°2 DE LA CAPITAL FEDERAL, AL DR. MARCELO ALEJANDRO PELUZZI.


", 10 09/04/2026 -, 09/04/2026 -, 99 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,89,2026,AC,"MENSAJE N° 99/26 QUE ASIGNA SALAS Y VOCALIAS A MENSAJES REMITIDOS SOLICITANDO ACUERDO PARA DESIGNAR A MAGISTRADOS JUDICIALES.


", 10 09/04/2026 -, 09/04/2026 -,,              , - ,,
PE,88,2026,AC,"MENSAJE N° 98/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DEL JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N° 77 DE LA CAPITAL FEDERAL, A LA DRA. PAULA DIANA MARINKOVIC.
", 9 09/04/2026 -, 08/04/2026 -, 98 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,87,2026,AC,"MENSAJE N° 97/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N° 31 DE LA CAPITAL FEDERAL, AL DR. DIEGO JAVIER SOUTO.", 9 09/04/2026 -, 08/04/2026 -, 97 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,86,2026,AC,"MENSAJE N° 96/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO FEDERAL DE PRIMERA INSTANCIA DE SAN CARLOS DE BARILOCHE, PROV. DE RIO NEGRO, AL DR. LEANDRO AGUSTIN GOMEZ CONSTENLA.", 9 09/04/2026 -, 08/04/2026 -, 96 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,85,2026,AC,"MENSAJE N° 95/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO FEDERAL DE PRIMERA INSTANCIA N° 2 DE SALTA, PROV. DE SALTA, AL DR. DIEGO ANZORREGUY.", 8 09/04/2026 -, 07/04/2026 -, 95 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,84,2026,AC,"MENSAJE N° 94/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO COMERCIAL N° 4 DE LA CAPITAL FEDERAL, AL DR. JUAN PEDRO GIUDICI.", 8 09/04/2026 -, 07/04/2026 -, 87 2026 AP -,AP  04/06/2026            , - ,,
PE,83,2026,AC,"MENSAJE N° 93/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DEL JUZGADO FEDERAL DE PRIMERA INSTANCIA DE EJECUCIONES FISCALES TRIBUTARIAS N° 4 DE LA CAPITAL FEDERAL, A LA DRA. MARIA FLORENCIA MASSA.", 8 09/04/2026 -, 07/04/2026 -, 86 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,82,2026,AC,"MENSAJE N° 92/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DEL JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N° 94 DE LA CAPITAL FEDERAL, A LA DRA. GABRIELA MARIEL PALOPOLI.", 8 09/04/2026 -, 07/04/2026 -, 85 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,81,2026,AC,"MENSAJE N° 91/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL FEDERAL N° 2 DE SAN MARTIN, PROV. DE BUENOS AIRES, AL DR. MARIO ALBERTO FERRARIO.

", 8 09/04/2026 -, 07/04/2026 -, 84 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,80,2026,AC,"MENSAJE N° 90/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL TRIBUNAL FEDERAL DE JUICIO DE NEUQUEN, PROV. DEL NEUQUEN, AL DR. PABLO ANTONIO MATKOVIC.", 8 09/04/2026 -, 07/04/2026 -, 94 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,79,2026,AC,"MENSAJE N° 89/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO FEDERAL DE PRIMERA INSTANCIA DE RAFAELA, PROV. DE SANTA FE, AL DR. SANTIAGO JOAQUIN SAUX.", 8 09/04/2026 -, 07/04/2026 -, 93 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,78,2026,AC,"MENSAJE N° 88/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N° 7 DE LA CAPITAL FEDERAL, AL DR. MARIANO FRANCISCO AMADURI.", 8 09/04/2026 -, 07/04/2026 -, 83 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,77,2026,AC,"MENSAJE N° 87/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL FEDERAL N° 5 DE SAN MARTIN, PROV. DE BUENOS AIRES, AL DR. JUAN MANUEL GASET MAISONAVE.", 8 09/04/2026 -, 07/04/2026 -, 82 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,76,2026,AC,"MENSAJE N° 86/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N° 1 DE LA CAPITAL FEDERAL, AL DR. JOSE MIGUEL GUERRERO.

", 8 09/04/2026 -, 07/04/2026 -, 58 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,75,2026,AC,"MENSAJE N° 85/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL FEDERAL N° 1 DE LA PLATA, PROV. DE BUENOS AIRES, A LA DRA. JESICA YAEL SIRCOVICH.

", 7 09/04/2026 -, 06/04/2026 -, 81 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,73,2026,AC,"MENSAJE N° 84/26 QUE SOLICITA ACUERDO PARA DESIGNAR FISCAL GENERAL ANTE LOS TRIBUNALES ORALES EN LO CRIMINAL Y CORRECCIONAL DE LA CAPITAL FEDERAL, FISCALIA N°9, AL DR.  SANTIAGO VISMARA.

", 6 09/04/2026 -, 01/04/2026 -, 57 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,72,2026,AC,"MENSAJE N° 83/26 QUE SOLICITA ACUERDO PARA DESIGNAR DEFENSOR PUBLICO OFICIAL FEDERAL DEL INTERIOR DEL PAIS CON ASIENTO EN LA CDAD. DE MENDOZA, PROV. DE MENDOZA, AL DR. CARLOS AGUSTIN PARMA.

", 6 09/04/2026 -, 01/04/2026 -, 92 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,71,2026,AC,"MENSAJE N° 81/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL DE LA CAPITAL FEDERAL, VOCALIA N° 14, A LA DRA. YAMILE SUSANA BERNAN.", 5 09/04/2026 -, 31/03/2026 -, 80 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,70,2026,AC,"MENSAJE N° 80/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DEL JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO COMERCIAL N° 22 DE LA CAPITAL FEDERAL, A LA DRA. MARIA AGUSTINA BOYAJIAN RIVAS.", 5 09/04/2026 -, 31/03/2026 -, 79 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,69,2026,AC,"MENSAJE N° 79/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DEL JUZGADO FEDERAL DE PRIMERA INSTANCIA DE EJECUCIONES FISCALES TRIBUTARIAS N° 3 DE LA CAPITAL FEDERAL, A LA DRA. MARIA LAURA AMERI.", 5 09/04/2026 -, 31/03/2026 -, 78 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,68,2026,AC,"MENSAJE N° 78/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO FEDERAL DE PRIMERA INSTANCIA DE LA SEGURIDAD SOCIAL N° 10 DE LA CAPITAL FEDERAL, AL DR. DIEGO ALLIEVI.", 5 09/04/2026 -, 31/03/2026 -, 77 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,67,2026,AC,"MENSAJE N° 77/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N° 25 DE LA CAPITAL FEDERAL, AL DR. SANTOS ENRIQUE CIFUENTES.


", 5 09/04/2026 -, 31/03/2026 -, 76 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,66,2026,AC,"MENSAJE N° 76/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO FEDERAL DE GARANTIAS N° 2 DE SANTA FE, PROVINCIA DE SANTA FE, AL DR. WALTER ALBERTO RODRIGUEZ.

", 5 09/04/2026 -, 31/03/2026 -, 91 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,65,2026,AC,MENSAJE N° 75/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL Nª 47 DE LA CAPITAL FEDERAL AL DR. PABLO FEDERICO MOYA., 5 09/04/2026 -, 31/03/2026 -, 75 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,64,2026,AC,"MENSAJE N° 74/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DEL JUZGADO FEDERAL DE PRIMERA INSTANCIA DE HURLINGHAM, PROV. DE BUENOS AIRES A LA DRA. MARIA CRISTINA JUAN.

", 5 09/04/2026 -, 31/03/2026 -, 74 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,63,2026,AC,"MENSAJE N° 73/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA NACIONAL DE APELACIONES EN LO COMERCIAL DE LA CAPITAL FEDERAL, SALA B, AL DR. JORGE DJIVARIS.", 5 09/04/2026 -, 31/03/2026 -, 73 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,62,2026,AC,"MENSAJE N° 72/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA FEDERAL DE APELACIONES DE LA PLATA, PROV. DE BUENOS AIRES, SALA I, AL DR. LAUREANO ALBERTO DURAN.", 5 09/04/2026 -, 31/03/2026 -, 72 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,61,2026,AC,"MENSAJE N° 71/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DE CAMARA DEL TRIBUNAL ORAL EN LO PENAL ECONOMICO N° 2 DE LA CAPITAL FEDERAL, AL DR. FEDERICO NOVELLO.", 5 09/04/2026 -, 31/03/2026 -, 71 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,60,2026,AC,"MENSAJE N° 70/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL FEDERAL N° 5 DE SAN MARTIN, PROVINCIA DE BUENOS AIRES, AL DR. JAVIER MATIAS ARZUBI CALVO.

", 5 09/04/2026 -, 31/03/2026 -, 70 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,59,2026,AC,"MENSAJE N° 69/26 QUE SOLICITA ACUERDO PARA DESIGNAR FISCAL ANTE LOS JUZGADOS NACIONALES EN LO PENAL ECONOMICO, FISCALIA N° 1, AL DR. JUAN ANDRES MOLDES.

", 4 09/04/2026 -, 30/03/2026 -, 69 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,58,2026,AC,"MENSAJE N° 68/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL TRIBUNAL FEDERAL DE JUICIO DE SANTA FE, PROVINCIA DE SANTA FE, AL DR. EMILIO ROSATTI.", 4 09/04/2026 -, 30/03/2026 -, 90 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,57,2026,AC,"MENSAJE N° 67/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DEL JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL Nº 62 DE LA CAPITAL FEDERAL, A LA DRA. LAURA WISZNIACKI.
", 4 09/04/2026 -, 30/03/2026 -, 68 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,56,2026,AC,MENSAJE N° 66/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL Nº 7 DE LA CAPITAL FEDERAL AL DR. NICOLAS RAMON CEBALLOS., 4 09/04/2026 -, 30/03/2026 -, 67 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,55,2026,AC,"MENSAJE Nº 65/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DEL JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N° 23 DE LA CAPITAL FEDERAL, A LA DRA. LAURA FABIANA KVITKO.", 4 09/04/2026 -, 30/03/2026 -, 56 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,54,2026,AC,"MENSAJE N° 31/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DE CÁMARA DEL TRIBUNAL ORAL EN LO CRIMINAL FEDERAL N° 3 DE SAN MARTÍN, PROVINCIA DE BUENOS AIRES, AL DR. PABLO JAVIER FLORES.
", 4 09/04/2026 -, 30/03/2026 -, 66 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,53,2026,AC,"MENSAJE N° 64/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA FEDERAL DE LA SEGURIDAD SOCIAL, SALA III, AL DR. FERNANDO STRASSER.", 4 09/04/2026 -, 30/03/2026 -, 65 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,52,2026,AC,"MENSAJE N° 63/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA FEDERAL DE LA SEGURIDAD SOCIAL, SALA II, AL DR. WALTER FABIAN CARNOTA.", 4 09/04/2026 -, 30/03/2026 -, 64 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,51,2026,AC,"MENSAJE N° 62/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA NACIONAL DE APELACIONES EN LO CIVIL DE LA CAPITAL FEDERAL, SALA K, A LA DRA. LUCILA INES CORDOBA.", 4 09/04/2026 -, 30/03/2026 -, 55 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,50,2026,AC,"MENSAJE N° 61/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA NACIONAL DE APELACIONES EN LO CIVIL DE LA CAPITAL FEDERAL, SALA F, A LA DRA. PAULA ANDREA CASTRO.", 4 09/04/2026 -, 30/03/2026 -, 54 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,49,2026,AC,"MENSAJE N° 60/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA NACIONAL DE APELACIONES EN LO CIVIL DE LA CAPITAL FEDERAL, SALA E, A LA DRA. SAMANTA CLAUDIA BISCARDI.", 4 09/04/2026 -, 30/03/2026 -, 53 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,48,2026,AC,"MENSAJE N° 59/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA NACIONAL DE APELACIONES EN LO CIVIL DE LA CAPITAL FEDERAL, SALA E, A LA DRA. ANALIA VICTORIA ROMERO.", 4 09/04/2026 -, 30/03/2026 -, 52 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,47,2026,AC,"MENSAJE N° 58/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA NACIONAL DE APELACIONES EN LO CIVIL DE LA CAPITAL FEDERAL, SALA F,  AL DR. OSVALDO FELIPE PITRAU.", 4 09/04/2026 -, 30/03/2026 -, 51 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,46,2026,AC,"MENSAJE N° 57/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA NACIONAL DE APELACIONES EN LO CRIMINAL Y CORRECCIONAL DE LA CAPITAL FEDERAL, VOCALIA N° 20,  AL DR. SANTIAGO QUIAN ZAVALIA.", 4 09/04/2026 -, 30/03/2026 -, 50 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,45,2026,AC,"MENSAJE N° 56/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL TRIBUNAL FEDERAL DE JUICIO DE FORMOSA, PROVINCIA DE FORMOSA, AL DR. GERARDO DANIEL CACACE.", 4 09/04/2026 -, 30/03/2026 -, 89 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
